id,object_id,valuation_amount,raised_amount,public_at,stock_symbol,source_description,created_at,updated_at,ipo_year,ipo_month
889,c:227580,0.0,115000000.0,2013-06-14,NYSE:IACG,Wilbur Ross-backed global auto components supplier IAC Group files for a $115 million IPO,2013-06-18 06:37:12,2013-06-18 06:37:12,2013,6
891,c:227610,0.0,60000000.0,2013-06-17,LSE:SFT,http://t.co/PDpV94D9HR,2013-06-18 07:03:28,2013-06-18 07:03:28,2013,6
894,c:24713,0.0,78000000.0,2013-06-18,NASDAQ:RNA,RNA therapeutics biotech Prosensa sets terms for $60 million IPO,2013-06-19 04:14:58,2013-06-29 02:30:58,2013,6
895,c:228119,0.0,145000000.0,2013-06-18,NASDAQ:IRKO,Iroko Pharmaceuticals files for a $145 million IPO,2013-06-19 04:44:12,2013-06-19 04:44:12,2013,6
896,c:43753,0.0,101000000.0,2013-06-18,NASDAQ:BLUE,"Bluebird IPO busts out, raises $101M as biotech offerings turn red hot  Read more: Bluebird IPO busts out, raises $101M as biotech offerings turn red hot - FierceBiotech http://www.fiercebiotech.com/story/bluebird-ipo-busts-out-raises-101m-biotech-offerin",2013-06-19 04:57:58,2013-06-19 04:57:58,2013,6
898,c:27657,0.0,80000000.0,2013-05-28,NYSE:LXFT,Luxoft Holding files for IPO,2013-06-20 03:13:01,2013-06-20 03:15:15,2013,5
901,c:17181,0.0,0.0,2009-08-07,KOSDAQ:063080,,2013-06-20 05:12:48,2013-06-20 05:12:48,2009,8
902,c:228623,0.0,10000000.0,2013-06-19,NYSE:PAL,North American Palladium Announces Closing of First $10-Million Tranche of Private Placement of Flow-Through Shares,2013-06-20 06:47:27,2013-06-20 06:47:27,2013,6
905,c:37437,0.0,642000000.0,2013-06-17,NASDAQ:CDW,Technology IPO: CDW Files to Raise $642 Million,2013-06-21 04:13:19,2013-06-21 04:13:19,2013,6
906,c:75365,0.0,80000000.0,2013-05-10,NYSE:BIOA,BioAmber completes IPO,2013-06-21 04:22:05,2013-06-21 04:22:05,2013,5
907,c:24930,0.0,947000000.0,2013-05-09,NYSE:Q,Quintiles IPO raises more-than-planned $947 million as stocks rally,2013-06-21 04:40:55,2013-06-21 04:48:52,2013,5
908,c:229116,0.0,250000000.0,2013-06-20,NASDAQ:EAGL,Blank check company Silver Eagle Acquisition files and sets terms for $250 million IPO,2013-06-21 06:18:12,2013-06-21 06:18:12,2013,6
910,c:229301,0.0,575000000.0,2013-06-14,NYSE:MEP,Enbridge Energy Partners files for $575 million IPO of Midcoast Energy Partners  6/14/13,2013-06-21 11:18:33,2013-06-21 11:18:33,2013,6
911,c:229328,0.0,966000000.0,2013-08-14,NYSE:EVHC,"Envision Healthcare prices upsized IPO at $23 high end, raising $966 million",2013-06-21 11:53:10,2013-08-14 07:04:06,2013,8
912,c:144059,0.0,187000000.0,2013-06-21,NASDAQ:GOGO,Gogo IPO raises $187 million with plans for international expansion,2013-06-22 03:14:48,2013-06-22 03:14:48,2013,6
915,c:230996,0.0,0.0,2013-06-24,NASDAQ:OLED,Universal Display Corporation Stock Symbol Changes to OLED,2013-06-25 03:34:21,2013-06-25 03:34:21,2013,6
918,c:148258,0.0,0.0,2008-07-03,NASDAQ:SSYS,,2013-06-26 21:31:22,2013-06-26 21:31:22,2008,7
919,c:191451,0.0,0.0,2012-11-27,OTC:ECAU,,2013-06-28 03:00:02,2013-06-28 03:22:38,2012,11
920,c:202665,0.0,0.0,2004-07-28,NASDAQ:MNKD,,2013-07-01 13:44:17,2013-07-01 13:45:21,2004,7
922,c:5067,0.0,60000000.0,2013-07-01,NASDAQ;CTRL,Connected home startup Control4 files for an IPO for up to $60M,2013-07-02 04:13:24,2013-07-02 04:13:24,2013,7
923,c:73152,0.0,60000000.0,2013-07-01,NASDAQ:MBII,Marrone Bio Innovations Files IPO,2013-07-02 04:22:10,2013-07-02 04:22:50,2013,7
924,c:1063,0.0,65000000.0,2013-07-02,NYSE:YUME,"Main Event Page news Comment 0 inShare9 Another Video Ad Network Plans To Go Public, As YuMe Files For $65 Million IPO",2013-07-03 00:00:56,2013-07-03 00:00:56,2013,7
927,c:181366,0.0,0.0,2000-01-01,NASDAQ:SRPT,,2013-07-05 12:54:06,2013-07-05 12:54:49,2000,1
928,c:217400,0.0,0.0,2011-01-05,OTC:ALQA,,2013-07-08 12:36:54,2013-11-08 03:28:31,2011,1
929,c:235777,0.0,128000000.0,2013-08-08,NASDAQ:FOXF,"Fox raises $128M in public debut, ends day up 24%",2013-07-09 04:24:09,2013-08-09 03:18:34,2013,8
930,c:24131,0.0,82000000.0,2013-07-18,NASDAQ:OMED,OncoMed soars 60% after $82M IPO,2013-07-09 05:11:19,2013-07-19 03:38:15,2013,7
934,c:3399,0.0,117600000.0,2013-07-09,NYSE:CVT,McLean-based Cvent raises $117.6M in IPO,2013-07-10 04:43:48,2013-08-12 06:58:04,2013,7
935,c:24028,0.0,160000000.0,2013-08-08,NYSE:XON,Synthetic bio company Intrexon raises $160M in IPO,2013-07-10 04:53:26,2013-08-09 04:26:30,2013,8
936,c:236144,0.0,147000000.0,2013-07-09,TSX:ISV,Information Services Corporation closes $147 million privatization IPO,2013-07-10 05:18:59,2013-07-10 05:23:49,2013,7
939,c:70725,367000000.0,109000000.0,2010-11-01,SODA,SodaStream IPO makes a splash on Nasdaq,2013-07-16 10:23:56,2013-07-16 12:18:23,2010,11
941,c:100844,0.0,0.0,2007-08-01,ATTU,ATTUNITY receives Nasdaqs approval to trade on the Nasdaq Capital Market,2013-07-16 16:05:56,2013-07-16 17:51:40,2007,8
942,c:238118,0.0,0.0,2008-01-17,NASDAQ:EZCH,,2013-07-16 16:15:44,2013-12-04 03:48:12,2008,1
943,c:23054,0.0,150000000.0,2011-01-01,Velt,"ROAM DATA SMART MCOMMERCE NEWS ROAM Data Smart mCommerceThe definitive source for ALL things related to ""mcommerce"" and mobile commerce. CommentsPosts  HOME ABOUT ROAM BLOGGER « HP CEO says new webOS products soon, another announcement coming in March",2013-07-16 16:19:31,2013-07-16 17:54:15,2011,1
944,c:223425,210000000.0,69000000.0,2004-06-10,PDSN,POWERDSINE LTD (PDSN) IPO,2013-07-16 17:14:57,2013-07-16 18:02:15,2004,6
945,c:13922,1096000000.0,160.0,2011-05-04,RPXC,RPX raises about $159.6M from its IPO,2013-07-17 04:00:28,2013-07-17 09:51:54,2011,5
948,c:210969,794000000.0,187000000.0,1999-03-25,ONEM,NASDAQ: ONEMAIN IPO,2013-07-17 13:55:16,2013-07-17 14:40:32,1999,3
949,c:61691,0.0,52000000.0,2013-07-17,NASDAQ:VSTM,Verastem raises $52M in first stock offering since IPO,2013-07-18 04:10:53,2013-07-18 04:10:53,2013,7
950,c:238715,0.0,100000000.0,2013-07-17,NASDAQ:FSFR,Fifth Street Senior Floating Rate Corp. Raises $100 Million in Gross Proceeds in Connection With Initial Public Offering of Common Stock  Read more: http://www.nasdaq.com/press-release/fifth-street-senior-floating-rate-corp-raises-100-million-in-gross-pro,2013-07-18 06:23:53,2013-07-18 06:23:53,2013,7
957,c:158876,0.0,0.0,2013-07-23,NASDAQ:HTBX,"Heat Biologics, Inc. Announces Pricing of Initial Public Offering of 2,500,000 Shares of Common Stock",2013-07-24 06:05:44,2013-07-24 06:05:44,2013,7
958,c:230775,0.0,0.0,2011-02-04,OTCBB:XXII,,2013-07-24 11:19:49,2013-12-11 10:00:06,2011,2
959,c:4999,450000000.0,150000000.0,2001-03-09,NASDAQ:LDCL,Loudcloud's IPO far from thunderous,2013-07-24 15:47:53,2013-07-24 15:47:53,2001,3
960,c:37880,0.0,0.0,2013-07-24,NASDAQ:XGTI,xG Technology Announces Closing of Public Offering of Common Stock and Warrants to Purchase Common Stock,2013-07-25 05:29:08,2013-07-25 05:29:08,2013,7
961,c:241173,0.0,0.0,2013-07-24,OTCBB:SGLB,"Sigma Labs, Inc. Raises 1.2 Million Dollars Through Recent Private Placement Offering",2013-07-25 05:42:24,2013-07-25 05:42:24,2013,7
963,c:23609,0.0,0.0,2013-07-26,NASDAQ:FPRX,Five Prime Therapeutics Files for IPO,2013-07-29 04:47:03,2013-07-29 04:47:03,2013,7
964,c:20266,0.0,0.0,1993-12-14,NYSE:SPG,NYSE,2013-07-29 22:13:19,2013-07-29 22:13:33,1993,12
967,c:46007,0.0,108000000.0,2013-07-29,NASDAQ:FMI,Foundation Medicine Files Registration Statement for Proposed Initial Public Offering of Common Stock,2013-07-30 04:21:14,2013-09-26 02:57:21,2013,7
968,c:212510,0.0,0.0,2013-07-30,Nasdaq: TSRX,,2013-07-31 03:41:20,2013-07-31 03:41:20,2013,7
972,c:29411,0.0,0.0,2005-11-18,LON:KFX,,2013-08-01 05:04:16,2013-08-27 07:56:44,2005,11
973,c:77195,0.0,305000000.0,2013-08-01,NYSE:KKR,KKR Raises $305 Mln for Funds IPO,2013-08-02 02:57:44,2013-08-02 02:57:44,2013,8
974,c:1360,0.0,0.0,2013-08-01,NASDAQ:BCOR,Blucora to Acquire Monoprice,2013-08-02 03:39:38,2013-08-02 03:39:38,2013,8
976,c:244768,0.0,0.0,2008-02-09,NYSE:POST,,2013-08-05 03:23:39,2013-09-05 02:47:59,2008,2
982,c:245559,0.0,0.0,2013-08-06,NASDAQ:PDCE,PDC Energy hopes to raise $243M in stock offering,2013-08-07 03:45:08,2013-08-07 03:46:30,2013,8
983,c:245874,0.0,48000000.0,2013-08-07,NASDAQ:VNDA,Vanda Pharmaceuticals to raise $48M in stock sale,2013-08-08 04:29:26,2013-08-08 04:29:26,2013,8
984,c:31070,0.0,0.0,2013-08-07,NASDAQ:TQNT,TriQuint Acquires CAP Wireless and Its Spatium Technology,2013-08-08 04:30:10,2013-08-08 04:30:10,2013,8
986,c:181675,0.0,46600000.0,2013-08-08,NYSE:ONVO,"Organovo Holdings, Inc. Closes $46.6 Million Public Offering of Common Stock and Exercise of Over-Allotment Option",2013-08-08 13:05:06,2013-08-08 13:05:06,2013,8
987,c:27384,35000000.0,0.0,2013-08-08,NASDAQ: HNSN,Hansen Medical Announces Closing of Equity Financing,2013-08-09 03:55:38,2013-08-09 03:57:17,2013,8
993,c:10704,1100000000.0,187500000.0,2013-11-14,NYSE:CHGG,"In $187.5M IPO, Chegg Debuts On NYSE In Twitters Shadow, As Shares Slump 15 Percent",2013-08-15 03:54:00,2013-11-14 05:17:43,2013,11
996,c:247904,0.0,0.0,2013-08-14,TSXV: LEC,Lignol Energy Corporation receives increased credit facility of up to $12.5 Million from Difference Capital Financial Inc.,2013-08-15 07:04:01,2013-08-15 07:04:01,2013,8
998,c:254972,0.0,172500000.0,2013-08-15,NASDAQ:QPACU,Quinpario raises $172.5 million in IPO,2013-08-15 13:32:05,2013-08-15 13:34:01,2013,8
999,c:141691,0.0,11300000.0,2011-02-01,RSS,,2013-08-15 23:36:39,2013-08-22 21:14:32,2011,2
1002,c:142492,0.0,0.0,2013-08-16,NYSE: XPO,Our Company,2013-08-19 03:03:02,2013-08-19 03:03:02,2013,8
1004,c:29778,0.0,116000000.0,2013-08-19,NYSE: FUEL,"Rocket Fuel hits top of IPO target, raises $116M",2013-08-19 13:30:50,2013-09-20 04:27:05,2013,8
1005,c:71350,20000000.0,2500000.0,2011-05-02,SMTP,xconomy,2013-08-20 20:38:01,2013-08-20 22:47:15,2011,5
1007,c:217859,0.0,0.0,2013-01-01,OTC: PLPM,Planet Payment (OTCQX: PLPM),2013-08-21 09:53:11,2013-08-21 09:54:20,2013,1
1012,c:219152,0.0,0.0,2010-06-21,OTC:SBOTF,,2013-08-23 04:25:56,2013-09-12 06:17:26,2010,6
1016,c:246769,0.0,65000000.0,2013-08-23,NASDAQ:SPHS,Sophiris Bio Inc. (SHS.TO) Closes $65 Million Public Offering,2013-08-26 03:18:50,2013-08-26 03:18:50,2013,8
1018,c:10106,0.0,0.0,2002-06-21,NYSE:TRI,,2013-08-26 10:53:26,2013-08-26 20:14:31,2002,6
1019,c:25574,0.0,0.0,2008-05-30,OTCMKTS:CRWG,,2013-08-26 11:28:44,2013-08-26 20:20:42,2008,5
1020,c:30060,0.0,0.0,2005-11-11,NYSE:IHS,,2013-08-26 11:40:31,2013-08-26 11:40:50,2005,11
1022,c:28285,0.0,0.0,2005-05-13,NASDAQ:MORN,,2013-08-27 04:16:19,2013-08-27 04:16:19,2005,5
1023,c:12137,0.0,0.0,1978-01-13,NYSE:JNJ,,2013-08-27 04:19:35,2013-08-27 04:19:35,1978,1
1024,c:212,0.0,0.0,2008-06-20,NYSE:SNI,,2013-08-27 05:01:01,2013-08-27 05:01:01,2008,6
1025,c:40456,0.0,0.0,2013-08-26,NYSE:VMEM,"At Last, Violin Memory Files for $173 Million IPO",2013-08-27 05:16:10,2013-08-27 05:19:23,2013,8
1026,c:26486,0.0,0.0,1978-01-13,NYSE:DLX,,2013-08-27 05:17:56,2013-08-27 05:17:56,1978,1
1028,c:10453,0.0,0.0,2011-06-24,NYSE:RATE,,2013-08-27 07:18:08,2013-08-27 07:18:08,2011,6
1029,c:26707,0.0,0.0,1981-04-03,NASDAQ:MSCC,,2013-08-27 07:50:34,2013-08-27 07:50:34,1981,4
1030,c:32780,0.0,0.0,1980-06-06,NYSE:MOG.A,,2013-08-27 09:52:26,2013-08-27 09:52:26,1980,6
1031,c:20211,0.0,0.0,1978-01-13,NYSE:MMM,,2013-08-27 09:57:05,2013-08-27 09:57:05,1978,1
1032,c:29025,0.0,0.0,1978-01-13,NYSE:WMT,,2013-08-27 10:03:30,2013-08-27 10:03:30,1978,1
1033,c:24869,0.0,0.0,1999-07-29,NASDAQ:PRFT,,2013-08-27 10:06:03,2013-10-10 11:45:51,1999,7
1034,c:3524,0.0,0.0,2007-10-12,NASDAQ:CTCT,,2013-08-27 10:09:03,2013-08-27 10:09:03,2007,10
1035,c:1071,0.0,0.0,2009-11-13,NASDAQ:ACOM,,2013-08-27 10:37:38,2013-08-27 10:37:38,2009,11
1036,c:49909,0.0,0.0,1999-12-03,NYSE:TDY,,2013-08-27 10:46:39,2013-08-27 10:46:39,1999,12
1037,c:258933,0.0,0.0,2007-08-13,NASDAQ:NEPT,,2013-08-27 11:58:05,2013-11-08 03:25:49,2007,8
1038,c:258957,0.0,0.0,2013-02-05,OTC:GFOO,,2013-08-27 13:21:57,2013-08-27 13:22:52,2013,2
1039,c:220475,0.0,0.0,2008-08-27,OTC:FTER,,2013-08-28 04:59:45,2013-08-28 05:00:08,2008,8
1040,c:1916,0.0,0.0,1978-01-13,NYSE:GE,,2013-08-28 11:33:06,2013-08-28 11:33:06,1978,1
1041,c:26797,0.0,0.0,2000-10-27,NASDAQ:XXIA,,2013-08-28 12:26:02,2013-08-28 12:26:02,2000,10
1042,c:26599,0.0,0.0,1999-08-13,OTCBB:SYTE,,2013-08-28 12:29:56,2013-08-28 12:29:56,1999,8
1043,c:28385,0.0,0.0,1987-07-10,NASDAQ:EBIX,,2013-08-28 12:33:08,2013-08-28 12:33:08,1987,7
1044,c:23339,0.0,0.0,1983-01-24,NASDAQ:AMGN,,2013-08-28 12:38:15,2013-08-28 12:38:15,1983,1
1045,c:17487,0.0,0.0,2002-02-22,NYSE:GME,,2013-08-29 04:07:14,2013-08-29 04:07:14,2002,2
1046,c:48483,0.0,0.0,2007-03-09,NASDAQ:PAET,,2013-08-29 04:10:03,2013-08-29 04:10:03,2007,3
1047,c:3132,0.0,0.0,2002-04-04,TPE:2498,,2013-08-29 04:15:36,2013-08-29 04:15:36,2002,4
1048,c:674,0.0,0.0,2004-04-08,NASDAQ:MCHX,,2013-08-29 04:25:18,2013-08-29 04:25:18,2004,4
1049,c:25740,0.0,0.0,1994-05-03,NASDAQ:NKTR,,2013-08-29 04:34:48,2013-08-29 04:39:11,1994,5
1050,c:988,0.0,0.0,2008-01-11,NASDAQ:SATS,,2013-08-29 06:41:35,2013-08-29 06:41:35,2008,1
1051,c:1335,0.0,0.0,2003-01-10,NASDAQ:TST,,2013-08-29 06:43:50,2013-08-29 06:43:50,2003,1
1052,c:5346,0.0,0.0,1999-11-26,NASDAQ:BCSI,,2013-08-29 10:06:43,2013-08-29 10:06:43,1999,11
1053,c:565,0.0,0.0,2011-06-03,NYSE:ACTV,,2013-08-29 10:13:53,2013-08-29 10:13:53,2011,6
1054,c:259804,0.0,0.0,1996-11-27,NYSE:GEL,,2013-08-30 03:26:30,2013-08-30 03:27:36,1996,11
1055,c:12352,0.0,0.0,2012-12-14,NASDAQ:SCTY,,2013-08-30 03:32:18,2013-08-30 03:32:18,2012,12
1056,c:9743,0.0,0.0,2012-07-27,NYSE:PANW,,2013-08-30 04:25:34,2013-08-30 04:25:34,2012,7
1057,c:181067,0.0,0.0,1991-05-24,NASDAQ:ISIS,,2013-08-30 05:34:18,2013-08-30 05:34:18,1991,5
1058,c:1665,0.0,0.0,2011-07-01,NASDAQ:KIOR,,2013-08-30 05:49:15,2013-08-30 05:49:15,2011,7
1059,c:25149,0.0,0.0,2010-12-03,NASDAQ:ANAC,,2013-08-30 06:27:05,2013-08-30 06:27:05,2010,12
1060,c:217891,0.0,0.0,1995-10-24,NASDAQ: PCYC,,2013-08-30 06:32:33,2013-08-30 06:33:45,1995,10
1061,c:4209,0.0,0.0,2011-11-25,NASDAQ:ANGI,,2013-08-30 06:35:24,2013-08-30 06:35:24,2011,11
1062,c:53,0.0,0.0,2012-10-04,NYSE:LOCK,,2013-08-30 06:40:15,2013-08-30 06:40:15,2012,10
1063,c:23911,0.0,0.0,1995-07-21,NYSE:SUNE,,2013-08-30 06:45:23,2013-08-30 06:45:23,1995,7
1064,c:28373,0.0,0.0,2002-07-01,NYSE: SNY,,2013-08-30 10:08:42,2013-11-01 13:27:46,2002,7
1065,c:3060,0.0,0.0,2012-10-15,NYSE:WDAY,,2013-08-30 10:16:11,2013-08-30 10:16:11,2012,10
1066,c:31266,0.0,0.0,2007-06-22,NYSE:OPK,,2013-08-30 10:28:56,2013-08-30 10:28:56,2007,6
1068,c:40670,0.0,0.0,2013-08-28,Nasdaq: SQI,,2013-09-04 04:05:07,2013-09-04 04:07:04,2013,8
1070,c:261680,0.0,0.0,2013-06-25,OTC:SNWR,,2013-09-05 05:07:47,2013-09-05 05:10:31,2013,6
1071,c:24705,0.0,0.0,2013-01-31,NASDAQ:KBIO,,2013-09-05 06:40:33,2013-09-05 06:41:28,2013,1
1072,c:200926,0.0,0.0,2003-10-16,NYSE: CNC,,2013-09-06 12:42:45,2013-09-06 12:43:50,2003,10
1073,c:68519,0.0,0.0,1990-01-02,NASDAQ:CGNX,,2013-09-09 13:35:49,2013-09-09 13:37:46,1990,1
1074,c:71598,0.0,0.0,2013-04-08,RMGN,RMG Networks and SCG Financial Acquisition Corp. Announce Agreement for Business Combination,2013-09-10 21:31:21,2013-09-11 03:50:04,2013,4
1076,c:263480,0.0,0.0,1994-01-03,NASDAQ:IBCP,,2013-09-11 07:05:49,2013-09-11 07:06:40,1994,1
1077,c:227967,0.0,0.0,2000-01-01,Nasdaq:CBRX,,2013-09-13 03:14:16,2013-09-13 03:14:57,2000,1
1078,c:49254,0.0,0.0,1996-11-01,NYSE:IM,,2013-09-13 03:47:46,2013-09-13 03:54:13,1996,11
1079,c:191520,0.0,0.0,1999-11-10,NYSE:UPS,,2013-09-13 13:41:41,2013-09-13 13:42:26,1999,11
1080,c:264262,0.0,0.0,2009-09-23,OTC:CLDS,,2013-09-13 14:00:57,2013-09-13 14:02:04,2009,9
1081,c:261911,0.0,0.0,2000-01-01,NASDAQ: ASTX,,2013-09-16 03:12:32,2013-09-16 03:14:41,2000,1
1082,c:203161,0.0,0.0,2008-09-15,NYSE:FBN,,2013-09-16 03:34:16,2013-09-16 03:35:10,2008,9
1083,c:264671,0.0,0.0,1996-09-09,NYSE: FMS,,2013-09-16 05:54:19,2013-09-16 05:55:58,1996,9
1085,c:264820,0.0,0.0,2013-09-13,OTC:ANPZ,,2013-09-16 13:42:00,2013-09-16 13:43:02,2013,9
1086,c:25684,0.0,0.0,1990-03-26,NYSE: CLH,,2013-09-17 03:33:45,2013-09-17 03:34:13,1990,3
1087,c:225094,0.0,0.0,2000-01-01,OTCBB:CNSO,,2013-09-17 06:00:11,2013-09-17 06:00:41,2000,1
1088,c:74265,0.0,0.0,2005-07-05,OTC BB:NNVCD,,2013-09-17 12:35:45,2013-09-17 12:36:18,2005,7
1089,c:56442,0.0,0.0,2008-01-28,OTC:LSCG,,2013-09-18 03:23:52,2013-09-18 03:25:14,2008,1
1090,c:265272,0.0,0.0,2013-09-11,NYSE : ALEX,,2013-09-18 04:02:03,2013-09-18 04:02:45,2013,9
1091,c:234985,0.0,0.0,1996-01-01,PREC,,2013-09-18 09:15:16,2013-09-18 12:55:09,1996,1
1093,c:265625,0.0,0.0,1998-12-16,NASDAQ:MCBI,,2013-09-19 04:29:53,2013-09-19 04:31:01,1998,12
1094,c:265622,0.0,0.0,1999-02-03,NASDAQ:EWBC,,2013-09-19 04:30:15,2013-09-19 04:31:17,1999,2
1095,c:265675,0.0,0.0,2003-09-17,NASDAQ:OLBK,,2013-09-19 06:20:38,2013-09-19 06:22:08,2003,9
1096,c:199642,0.0,0.0,2000-04-06,NASDAQ:SGMO,,2013-09-19 09:11:12,2013-09-19 09:12:15,2000,4
1097,c:59379,0.0,0.0,2008-11-14,OTC:MPSYY,,2013-09-19 10:18:11,2013-09-19 10:22:11,2008,11
1098,c:265792,0.0,0.0,2000-01-01,OTC:ONCS,,2013-09-19 11:08:42,2013-09-19 11:10:06,2000,1
1099,c:65183,0.0,0.0,2007-11-01,NASDAQ:NSPH,,2013-09-19 13:30:35,2013-09-19 13:31:16,2007,11
1100,c:225868,0.0,0.0,2000-03-16,NASDAQ:GTIV,,2013-09-20 03:14:12,2013-09-20 03:15:20,2000,3
1103,c:15563,0.0,304000000.0,2013-09-20,NASDAQ:FEYE,FireEye Shares Jump $16 In First Day Of Public Trading As Interest Soars For Security Companies,2013-09-23 03:16:21,2013-09-23 03:20:27,2013,9
1104,c:215819,0.0,0.0,2007-12-07,NASDAQ:AUXL,,2013-09-23 05:19:42,2013-09-23 05:21:16,2007,12
1105,c:73330,0.0,0.0,1994-01-03,NASDAQ: CYBX,,2013-09-24 03:22:08,2013-09-24 03:22:43,1994,1
1106,c:207212,0.0,0.0,2000-01-01,OTC:FRFHF,,2013-09-24 03:39:16,2013-09-24 03:45:53,2000,1
1107,c:266896,0.0,0.0,2010-10-02,MLX:ASX,,2013-09-24 04:43:17,2013-09-24 04:44:04,2010,10
1108,c:266936,0.0,0.0,2008-09-22,OTC:ASTV,,2013-09-24 06:32:48,2013-09-24 06:33:24,2008,9
1109,c:255756,0.0,0.0,2010-06-15,NASDAQ:FURX,,2013-09-25 13:05:26,2013-09-25 13:08:59,2010,6
1110,c:202427,0.0,0.0,1994-06-03,OTC:LJPC,,2013-09-26 05:27:29,2013-09-26 05:32:51,1994,6
1111,c:267527,0.0,0.0,2000-01-01,NYSE:AMPE,,2013-09-26 11:14:04,2013-09-26 11:17:33,2000,1
1112,c:18293,0.0,0.0,2012-09-14,OTC:WANSF,,2013-09-26 13:09:07,2013-09-26 13:09:43,2012,9
1113,c:11318,0.0,0.0,2000-01-01,NYSE:F,,2013-09-26 17:15:53,2013-09-27 03:33:36,2000,1
1115,c:949,0.0,97500000.0,2013-09-27,NYSE:RNG,RINGCENTRAL JUMPS AFTER RAISING $97.5M IN IPO,2013-09-27 04:07:09,2013-12-11 00:12:08,2013,9
1116,c:267873,0.0,0.0,2008-01-29,NASDAQ:ATAI,,2013-09-27 13:35:18,2013-09-27 13:40:55,2008,1
1117,c:268225,0.0,352000000.0,2013-10-02,NASDAQ:PEGI,Pattern Energy Group Inc. Completes US$352 Million Initial Public Offering,2013-09-30 03:34:53,2013-10-04 03:25:31,2013,10
1118,c:25238,0.0,62000000.0,2013-09-27,NASDAQ:ENZY,Enzymotec raises $62 mln for IPO,2013-09-30 04:38:13,2013-09-30 04:41:57,2013,9
1119,c:268394,0.0,0.0,2010-05-05,NASDAQ:CHRM,,2013-09-30 12:58:53,2013-09-30 12:59:53,2010,5
1120,c:227815,0.0,0.0,2000-01-01,NYSE:B,,2013-10-01 12:00:46,2013-10-01 12:02:08,2000,1
1123,c:32412,0.0,0.0,2010-11-21,NASDAQ:ZGNX,,2013-10-02 04:46:25,2013-10-02 04:47:19,2010,11
1125,c:29610,0.0,0.0,2000-10-18,NYSE:MON,,2013-10-02 12:26:21,2013-10-02 12:27:09,2000,10
1127,c:269078,0.0,0.0,1991-12-16,NASDAQ:BOKF,,2013-10-03 03:11:26,2013-10-03 03:11:56,1991,12
1128,c:40709,0.0,0.0,2006-02-01,NASDAQ:HWAY,,2013-10-03 03:24:30,2013-10-03 03:25:25,2006,2
1129,c:171939,0.0,0.0,2007-06-06,OTC:WGBS,,2013-10-03 05:20:27,2013-10-03 05:23:16,2007,6
1130,c:269148,0.0,0.0,1992-03-25,NASDAQ:STEM,,2013-10-03 06:33:32,2013-10-03 06:34:33,1992,3
1131,c:269236,0.0,0.0,1994-01-03,NASDAQ:FITB,,2013-10-03 12:39:50,2013-10-03 12:44:22,1994,1
1132,c:254996,0.0,0.0,1999-08-05,NASDAQ:ICGE,,2013-10-04 03:34:06,2013-10-04 03:34:38,1999,8
1134,c:81355,0.0,0.0,2013-09-30,OTN:RYUN,,2013-10-07 09:50:57,2013-10-07 09:51:48,2013,9
1135,c:38729,0.0,0.0,2005-06-09,NASDAQ:ABTL,,2013-10-07 12:48:12,2013-10-07 12:54:08,2005,6
1136,c:67716,0.0,0.0,2007-01-10,NYSE:TWC,,2013-10-08 03:07:14,2013-10-08 03:07:55,2007,1
1138,c:80545,0.0,0.0,1990-03-26,NASDAQ:NTSC,,2013-10-09 02:52:48,2013-10-09 02:53:58,1990,3
1139,c:36770,0.0,0.0,2009-09-11,OTC:AMCY,,2013-10-09 04:10:51,2013-10-09 04:19:57,2009,9
1140,c:231551,0.0,260000000.0,2013-10-02,NYSE:BURL,,2013-10-09 05:28:56,2013-10-09 05:37:44,2013,10
1141,c:220381,0.0,0.0,2011-08-19,OTC:ATCH,,2013-10-09 05:48:06,2013-10-09 05:49:50,2011,8
1142,c:270645,0.0,0.0,2011-07-07,NASDAQ:DAEG,,2013-10-09 12:46:38,2013-10-09 12:48:43,2011,7
1144,c:270772,0.0,0.0,2013-10-09,NYSE:QTS,,2013-10-10 03:57:21,2013-10-10 04:02:05,2013,10
1145,c:227029,0.0,75000000.0,2013-10-09,NASDAQ:LDRH,LDR Holding Raises $75M in IPO,2013-10-10 05:27:56,2013-10-10 05:39:02,2013,10
1146,c:167824,0.0,0.0,2000-01-01,NASDAQ:DCIN,,2013-10-10 12:40:52,2013-10-10 12:43:26,2000,1
1148,c:271030,0.0,0.0,2010-05-10,NYSE:CMLP,,2013-10-11 03:36:05,2013-10-11 03:36:56,2010,5
1150,c:258330,0.0,0.0,2009-01-16,NASDAQ:TEAR,,2013-10-11 04:19:21,2013-10-11 04:20:55,2009,1
1151,c:271076,0.0,0.0,2012-06-21,NASDAQ:HOTR,,2013-10-11 06:01:42,2013-10-11 06:02:45,2012,6
1152,c:271559,0.0,0.0,2007-05-23,NYSE:BGS,,2013-10-14 05:31:26,2013-10-14 05:33:14,2007,5
1153,c:271575,0.0,0.0,2005-06-28,NYSE:THS,,2013-10-14 06:04:45,2013-10-14 06:05:58,2005,6
1155,c:23311,0.0,260000000.0,2013-10-16,NYSE:VEEV,"Veeva IPO beats price targets, raises $260 million",2013-10-16 06:13:08,2013-10-16 06:14:10,2013,10
1156,c:272590,0.0,0.0,2008-10-13,NASDAQ:PACT,,2013-10-18 09:21:42,2013-10-18 09:22:45,2008,10
1157,c:223792,0.0,0.0,2007-06-22,NYSE:BX,,2013-10-18 09:27:33,2013-10-18 09:28:23,2007,6
